ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q8TAM1	uniprotkb:Q92765	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q99686|uniprotkb:O00181|ensembl:ENSP00000295113.4|intact:EBI-2822789|uniprotkb:Q92765	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:sfrp3_human(display_short)|psi-mi:Secreted frizzled-related protein 3(display_long)|uniprotkb:FRZB(gene name)|uniprotkb:FrzB-1(gene name synonym)|uniprotkb:FIZ(gene name synonym)|uniprotkb:FRE(gene name synonym)|uniprotkb:FRP(gene name synonym)|uniprotkb:FRZB1(gene name synonym)|uniprotkb:SFRP3(gene name synonym)|uniprotkb:Frezzled(gene name synonym)|uniprotkb:fritz(gene name synonym)|uniprotkb:Frizzled-related protein 1(gene name synonym)|MINT:Frzb(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7150456|mint:MINT-8255448|imex:IM-16799-682	intact-miscore:0.37
uniprotkb:Q9NRH1	uniprotkb:Q8TAM1	uniprotkb:B4DE83|uniprotkb:Q6IAF7|uniprotkb:Q8WVZ5|uniprotkb:A4D1W4|ensembl:ENSP00000223273.2|intact:EBI-712905|uniprotkb:Q9NRH1	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:yae1_human(display_short)|psi-mi:Protein YAE1 homolog(display_long)|uniprotkb:C7orf36(gene name synonym)|uniprotkb:YAE1D1(gene name synonym)|uniprotkb:Yae1 domain-containing protein 1(gene name synonym)|uniprotkb:GK003(orf name)|uniprotkb:YAE1(gene name)|MINT:C7orf36(author assigned name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7107842|mint:MINT-8250123|imex:IM-16799-222	intact-miscore:0.37
uniprotkb:Q8TAM1	uniprotkb:P41220	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	intact:EBI-1050416|uniprotkb:Q6I9U5|ensembl:ENSP00000235382.5|intact:EBI-712388|uniprotkb:P41220	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:rgs2_human(display_short)|psi-mi:Regulator of G-protein signaling 2(display_long)|uniprotkb:RGS2(gene name)|uniprotkb:GIG31(orf name)|uniprotkb:Cell growth-inhibiting gene 31 protein(gene name synonym)|uniprotkb:G0S8(gene name synonym)|uniprotkb:G0/G1 switch regulatory protein 8(gene name synonym)|MINT:RGS2(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7355987|mint:MINT-8268669|imex:IM-16799-1841	intact-miscore:0.37
uniprotkb:Q05397	uniprotkb:Q8TAM1	uniprotkb:Q14291|uniprotkb:Q9UD85|intact:EBI-11047590|uniprotkb:B4E2N6|uniprotkb:F5H4S4|uniprotkb:J3QT16|uniprotkb:Q8IYN9|ensembl:ENSP00000429474.1|ensembl:ENSP00000429911.1|intact:EBI-702142|uniprotkb:Q05397	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:fak1_human(display_short)|psi-mi:Focal adhesion kinase 1(display_long)|uniprotkb:PTK2(gene name)|uniprotkb:p125FAK(gene name synonym)|uniprotkb:Protein phosphatase 1 regulatory subunit 71(gene name synonym)|uniprotkb:Focal adhesion kinase-related nonkinase(gene name synonym)|uniprotkb:Protein-tyrosine kinase 2(gene name synonym)|uniprotkb:pp125FAK(gene name synonym)|uniprotkb:FAK1(gene name synonym)|uniprotkb:FAK(gene name synonym)|MINT:PTK2(author assigned name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7322989|mint:MINT-8267502|imex:IM-16799-1738	intact-miscore:0.37
uniprotkb:Q8TAM1	uniprotkb:P20936	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:B2R6W3|uniprotkb:Q9UDI1|ensembl:ENSP00000274376.6|uniprotkb:B4DTL2|uniprotkb:Q68CU6|intact:EBI-1026476|uniprotkb:P20936	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:rasa1_human(display_short)|psi-mi:Ras GTPase-activating protein 1(display_long)|uniprotkb:RASA1(gene name)|uniprotkb:GAP(gene name synonym)|uniprotkb:RASA(gene name synonym)|uniprotkb:p120GAP(gene name synonym)|uniprotkb:Ras p21 protein activator(gene name synonym)|MINT:RASA1(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7342550|mint:MINT-8268196|imex:IM-16799-1798	intact-miscore:0.37
uniprotkb:Q8TAM1	uniprotkb:O14788	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	ensembl:ENSP00000381775.3|intact:MINT-8247611|uniprotkb:Q96Q17|uniprotkb:Q9P2Q3|uniprotkb:O14723|intact:EBI-7404021|uniprotkb:O14788	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:tnf11_human(display_short)|psi-mi:Tumor necrosis factor ligand superfamily member 11(display_long)|uniprotkb:TNFSF11(gene name)|uniprotkb:TRANCE(gene name synonym)|uniprotkb:TNF-related activation-induced cytokine(gene name synonym)|uniprotkb:Receptor activator of nuclear factor kappa-B ligand(gene name synonym)|uniprotkb:RANKL(gene name synonym)|uniprotkb:Osteoprotegerin ligand(gene name synonym)|uniprotkb:Osteoclast differentiation factor(gene name synonym)|uniprotkb:OPGL(gene name synonym)|MINT:TNFSF11(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7404015|mint:MINT-8274632|imex:IM-16799-2381	intact-miscore:0.37
uniprotkb:Q9BUN5	uniprotkb:Q9NPJ1	uniprotkb:Q8TBV8|uniprotkb:A8K789|ensembl:ENSP00000362704.5|intact:EBI-10299032|uniprotkb:Q9BUN5	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	psi-mi:cc28b_human(display_short)|psi-mi:Coiled-coil domain-containing protein 28B(display_long)|uniprotkb:CCDC28B(gene name)	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Badano JL. et al.(2006)	intact:EBI-15560554|doi:10.1038/nature04370|pubmed:16327777|imex:IM-21326	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15560636|dip:DIP-191495E|imex:IM-21326-4	intact-miscore:0.4
uniprotkb:Q9BXC9	uniprotkb:Q9NPJ1	uniprotkb:Q96CM0|uniprotkb:Q96SN9|ensembl:ENSP00000245157.5|ensembl:ENSP00000507027.1|ensembl:ENSP00000507654.1|ensembl:ENSP00000507699.1|ensembl:ENSP00000508377.1|intact:EBI-748297|uniprotkb:Q9BXC9	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	psi-mi:bbs2_human(display_short)|psi-mi:Bardet-Biedl syndrome 2 protein(display_long)|uniprotkb:BBS2(gene name)	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826788|dip:DIP-191294E|imex:IM-21310-3	intact-miscore:0.56
uniprotkb:Q9NPJ1	uniprotkb:Q8IWZ6	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826947|dip:DIP-191291E|imex:IM-21310-10	intact-miscore:0.66
uniprotkb:Q9NPJ1	uniprotkb:P17987	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q15556|uniprotkb:Q5TCM3|uniprotkb:E1P5B2|ensembl:ENSP00000317334.7|intact:EBI-356553|uniprotkb:P17987	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpa_human(display_short)|psi-mi:T-complex protein 1 subunit alpha(display_long)|uniprotkb:TCP1(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 1(gene name synonym)|uniprotkb:CCT-alpha(gene name synonym)|uniprotkb:CCT1(gene name synonym)|uniprotkb:CCTA(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826947|dip:DIP-191291E|imex:IM-21310-10	intact-miscore:0.53
uniprotkb:Q9NPJ1	uniprotkb:P49368	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q5SZY1|uniprotkb:Q9BR64|uniprotkb:A6NE14|ensembl:ENSP00000295688.3|intact:EBI-356673|uniprotkb:P49368	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpg_human(display_short)|psi-mi:T-complex protein 1 subunit gamma(display_long)|uniprotkb:CCT3(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 3(gene name synonym)|uniprotkb:hTRiC5(gene name synonym)|uniprotkb:CCT-gamma(gene name synonym)|uniprotkb:TRIC5(gene name synonym)|uniprotkb:CCTG(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826947|dip:DIP-191291E|imex:IM-21310-10	intact-miscore:0.35
uniprotkb:Q9NPJ1	uniprotkb:P48643	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:A8JZY8|uniprotkb:A8K2X8|uniprotkb:B4DYD8|ensembl:ENSP00000280326.4|intact:EBI-355710|uniprotkb:P48643	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpe_human(display_short)|psi-mi:T-complex protein 1 subunit epsilon(display_long)|uniprotkb:CCT5(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 5(gene name synonym)|uniprotkb:CCT-epsilon(gene name synonym)|uniprotkb:KIAA0098(gene name synonym)|uniprotkb:CCTE(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826947|dip:DIP-191291E|imex:IM-21310-10	intact-miscore:0.35
uniprotkb:Q9NPJ1	uniprotkb:P78371	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:Q14D36|uniprotkb:Q6IAT3|uniprotkb:A8K402|uniprotkb:B5BTY7|uniprotkb:B7Z243|uniprotkb:B7Z7K4|uniprotkb:B7ZAT2|ensembl:ENSP00000299300.6|intact:EBI-357407|uniprotkb:P78371	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpb_human(display_short)|psi-mi:T-complex protein 1 subunit beta(display_long)|uniprotkb:CCT2(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 2(gene name synonym)|uniprotkb:CCT-beta(gene name synonym)|uniprotkb:CCTB(gene name synonym)|uniprotkb:99D8.1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826947|dip:DIP-191291E|imex:IM-21310-10	intact-miscore:0.53
uniprotkb:Q9NPJ1	uniprotkb:P50991	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:O14870|uniprotkb:Q96C51|uniprotkb:Q53QP9|uniprotkb:B2R6I3|uniprotkb:B7Z8B1|uniprotkb:F5H5W3|ensembl:ENSP00000377958.3|intact:EBI-356876|uniprotkb:P50991	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpd_human(display_short)|psi-mi:T-complex protein 1 subunit delta(display_long)|uniprotkb:CCT4(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 4(gene name synonym)|uniprotkb:Stimulator of TAR RNA-binding(gene name synonym)|uniprotkb:CCT-delta(gene name synonym)|uniprotkb:SRB(gene name synonym)|uniprotkb:CCTD(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826947|dip:DIP-191291E|imex:IM-21310-10	intact-miscore:0.35
uniprotkb:Q9NPJ1	uniprotkb:P50990	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	uniprotkb:A6NN54|uniprotkb:Q4VBP8|uniprotkb:B4DEM7|uniprotkb:B4DQH4|ensembl:ENSP00000286788.4|ensembl:ENSP00000517017.1|intact:EBI-356507|uniprotkb:P50990	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:tcpq_human(display_short)|psi-mi:T-complex protein 1 subunit theta(display_long)|uniprotkb:CCT8(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 8(gene name synonym)|uniprotkb:C21orf112(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-15(gene name synonym)|uniprotkb:CCT-theta(gene name synonym)|uniprotkb:KIAA0002(gene name synonym)|uniprotkb:CCTQ(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826947|dip:DIP-191291E|imex:IM-21310-10	intact-miscore:0.35
uniprotkb:Q9BXC9	uniprotkb:Q9NPJ1	uniprotkb:Q96CM0|uniprotkb:Q96SN9|ensembl:ENSP00000245157.5|ensembl:ENSP00000507027.1|ensembl:ENSP00000507654.1|ensembl:ENSP00000507699.1|ensembl:ENSP00000508377.1|intact:EBI-748297|uniprotkb:Q9BXC9	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	psi-mi:bbs2_human(display_short)|psi-mi:Bardet-Biedl syndrome 2 protein(display_long)|uniprotkb:BBS2(gene name)	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827015|dip:DIP-191294E|imex:IM-21310-13	intact-miscore:0.56
uniprotkb:Q8IWZ6	uniprotkb:Q9NPJ1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	uniprotkb:A8K7B0|uniprotkb:D3DW18|ensembl:ENSP00000246062.4|ensembl:ENSP00000382008.2|ensembl:ENSP00000498849.1|intact:EBI-721319|uniprotkb:Q9NPJ1	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:mkks_human(display_short)|psi-mi:Molecular chaperone MKKS(display_long)|uniprotkb:Mkks(gene name)|uniprotkb:McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin(gene name synonym)|uniprotkb:Bbs6(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 6 protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827091|dip:DIP-191300E|imex:IM-21310-16	intact-miscore:0.66
